"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,141,"MTQ","Martinique","MARTINIQUE","Martinique","Martinique","","","","Martinique ","Martinica ","<U+041C><U+0430><U+0440><U+0442><U+0438><U+043D><U+0438><U+043A><U+0430>","<U+0645><U+0627><U+0631><U+062A><U+064A><U+0646><U+064A><U+0643>","<U+9A6C><U+63D0><U+5C3C><U+514B> ","","","France","MQ","","MB","474","1946","Present","383385","1100.634","348.33105282955097","Caribbean","Americas","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
