"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,219,"SUR","Suriname","SURINAME","Suriname","Suriname","Dutch Guiana|Netherlands Guiana|","Sranan","","Suriname ","Surinam ","<U+0421><U+0443><U+0440><U+0438><U+043D><U+0430><U+043C>","<U+0633><U+0648><U+0631><U+064A><U+0646><U+0627><U+0645>","<U+82CF><U+91CC><U+5357>","","","Suriname","SR","","NS","740","19751125","Present","417159","145497.5","2.867121428203234","South America","Americas","1","","","","Latin America & Caribbean","Lower middle income","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","1","1","",""
