"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,80,"GUF","French Guiana","FRENCH GUIANA","French Guiana","Guyane","","Guyane française|French Guiana|Inini","","Guyane Française ","Guayana Francesa ","<U+0424><U+0440><U+0430><U+043D><U+0446><U+0443><U+0437><U+0441><U+043A><U+0430><U+044F> <U+0413><U+0432><U+0438><U+0430><U+043D><U+0430>","<U+063A><U+0648><U+064A><U+0627><U+0646><U+0627> <U+0627><U+0644><U+0641><U+0631><U+0646><U+0633><U+064A><U+0629>","<U+6CD5><U+5C6C><U+572D><U+4E9E><U+90A3> ","","","France","GF","","FG","254","~1900","Present","164799","83811.133","1.9663139502003868","South America","Americas","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
